Product_SKU,Product_Weight,Product_Fat,Product_Shelf_Space,Product_Class,Product_MRP,Store_Id,Store_Founded_Year,Store_Size,Store_Location_Type,Store_Type,Product_Store_Sales
2866a273ba4d651448c0e11b55bcb837,8.895,LF,0.07543556,Cameras,235.8616,LOCATION035,2009,Small Size,Level 2,Deparment Store,3046.7008
67bbb17755fb1b4a8555b6587717661b,21.35,Low,0.115194717,Beauty,258.3278,LOCATION010,2003,,Level 3,Groceries Store,520.6556
3d71c3419be02a6d4b4fb45c303bde97,19.7,Low,0.066922802,Antiques,174.837,LOCATION035,2009,Small Size,Level 2,Deparment Store,2999.429
6cde7d5c42ee302a3220e6c419675ef3,NA,Low,0.064636203,Electronics,90.0804,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,2113.2492
6078c589cfb2e2829b26cccd15b044ff,16.6,Low,0.103195401,Business Products,117.8466,LOCATION045,2007,,Level 2,Deparment Store,942.7728
a60cc847fe8b91bed0dc6be9d451f6b9,NA,Low,0.13121032,Books,74.0354,LOCATION019,1990,Small Size,Level 1,Groceries Store,75.2354
63504877aaad8e4ab4c9830cffaa8e9c,10.895,Low,0.035747522,Business Products,133.6284,LOCATION046,2002,Small Size,Level 1,Deparment Store,1581.9408
8adf5875ad56b2af1011f372435ab7c6,NA,reg,0.192650072,Apparel,37.4506,LOCATION019,1990,Small Size,Level 1,Groceries Store,37.9506
88136fcf63318b78869d220ee7742dab,NA,Low,0.098031771,Collectibles,151.3024,LOCATION019,1990,Small Size,Level 1,Groceries Store,151.8024
6303c9535d79954d74dbd2b464b0032a,NA,Regular,0.030118338,Automotive,248.8092,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,3486.1288
30e27e87ef80fc04093742ba5495f289,14.15,Low,0.05837308,Antiques,243.9828,LOCATION010,2003,,Level 3,Groceries Store,731.0484
b529cf747218f75c890daf2343e0329b,6.65,Low,0.087652908,Business Products,128.8678,LOCATION035,2009,Small Size,Level 2,Deparment Store,1398.8458
f04351c4a420602fb7a4ab38708000b1,15.25,Regular,0.065999008,Antiques,177.966,LOCATION049,2004,Medium Size,Level 1,Deparment Store,2336.958
f4e343b32132d72311b33bcc718af5e8,NA,Regular,0.100277876,Business Products,196.8768,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,7094.7648
c21fd956d45142b73d5d02057bf0a920,16,Regular,0.099252438,Apparel,87.4856,LOCATION035,2009,Small Size,Level 2,Deparment Store,1054.6272
75fb9354fe089716aec53caef9ef23ed,19.2,Low,0,Accesories,127.831,LOCATION045,2007,,Level 2,Deparment Store,1298.31
ca881d1302d178a90d2bf7cd49a430c5,12.15,Low,0,Accesories,117.815,LOCATION017,2012,,Level 2,Deparment Store,2330.3
12d134bcffb4b49c17d6103541adae01,10.895,Low,0.228993134,Books,263.4568,LOCATION010,2003,,Level 3,Groceries Store,527.3136
3d0fd42115193b7e4d76f1cb11b9d7d7,NA,LF,0.026749991,Apparel,106.928,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,2876.256
2e73812a96f25e5cf07e1bf327e2c7c6,9.195,Low,0,Electronics,43.6744,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,407.4696
aa40c8ff7d552a5e866e46235603db77,9.395,Low,0.039954281,Gourmet Food,82.4908,LOCATION035,2009,Small Size,Level 2,Deparment Store,2013.3792
13fba7f1a1770e8a3fd69b924c2c1c48,NA,Low,0.087854925,Home and Garden,95.9752,LOCATION019,1990,Small Size,Level 1,Groceries Store,95.8752
d12a3fcab674f572afcf1088bad446c3,20.75,Low,0.149404057,Baby Products,192.8478,LOCATION010,2003,,Level 3,Groceries Store,774.9912
0dfce38b3588e4591dda873185a89041,9.8,Low,0.0268952,Art,128.402,LOCATION045,2007,,Level 2,Deparment Store,2403.538
7d310ee13a71aa634f8bf0821d2b6be5,5.695,Low,0.065857092,Apparel,258.5646,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,4380.2982
a531f6cf1473b0c90d4a6d71eb7bbf07,19.35,Regular,0.082197959,Electronics,49.2034,LOCATION013,1992,Large Size,Level 3,Deparment Store,729.051
707093565d5ae8c88fe476f8bebb349f,18.35,Low,0.015335349,Cameras,106.6938,LOCATION045,2007,,Level 2,Deparment Store,1393.5194
af061e90faee07a735c73db7bb25db9a,6.36,Low,0.00599072,Accesories,163.6526,LOCATION045,2007,,Level 2,Deparment Store,5262.4832
3b513394d602e4888c98a7cc732bc188,NA,Regular,0.078912473,Electronics,99.9042,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,3273.7386
151f50b57ba1a466afcc183d8e725945,NA,Low,0.059776237,Accesories,231.7642,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,5344.3766
3eeb6b03c833184b8b6c10e04a67334c,6.635,Regular,0,Apparel,39.7506,LOCATION013,1992,Large Size,Level 3,Deparment Store,303.6048
b1c0db49a385ce7265b0541f6dd109e9,18.1,Low,0.297883712,Books,156.7288,LOCATION010,2003,,Level 3,Groceries Store,314.2576
af5f90ea181cf619da4195804fb52abd,8.93,Low,0.022059594,Accesories,56.0614,LOCATION010,2003,,Level 3,Groceries Store,276.307
2a1d31f20df8a6b7437f5a191c2a5d32,8.3,Low,0.03532494,Business Products,38.9506,LOCATION013,1992,Large Size,Level 3,Deparment Store,721.0614
55f229ccc3f7bfc3dbe117f465fc0d7b,8.895,LF,0.124967595,Accesories,112.7544,LOCATION045,2007,,Level 2,Deparment Store,3467.4864
b1573ab3b56fd16fe4f133764da12eda,16.35,Regular,0.062411404,Business Products,225.9062,LOCATION046,2002,Small Size,Level 1,Deparment Store,5416.9488
7a2e553c8ea529d005187910b0511ce4,8.6,Low,0.032754431,Collectibles,140.5154,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,283.6308
f9b9efdd827221be82d2171d3edd70e9,NA,Low,0.160178832,Accesories,160.2894,LOCATION019,1990,Small Size,Level 1,Groceries Store,323.5788
ebbbc94508873e415a517213565df34b,19,Regular,0.104035148,Business Products,227.772,LOCATION017,2012,,Level 2,Deparment Store,5206.556
316d87365fd95ae3f1f719d2b10fdbba,7.56,Low,0.06390019,Apparel,157.263,LOCATION045,2007,,Level 2,Deparment Store,2503.408
f1776da5d72d1455c980ae4262cdf3a0,12.6,Regular,0.062648111,Apparel,104.899,LOCATION013,1992,Large Size,Level 3,Deparment Store,1960.781
50a2577b7e5997909d431ddf35759392,15.6,Low,0.111685868,Gourmet Food,184.7924,LOCATION010,2003,,Level 3,Groceries Store,370.1848
bd0398c4b143a2f62c8415934e4f4412,8.71,Low,0.233039817,Beauty,49.5376,LOCATION010,2003,,Level 3,Groceries Store,95.8752
b1c0db49a385ce7265b0541f6dd109e9,18.1,Low,0.17824575,Books,158.1288,LOCATION049,2004,Medium Size,Level 1,Deparment Store,3299.7048
0a50adc5f50d6742281246b65121c63e,13.35,Low,0.140241213,Apparel,150.2392,LOCATION017,2012,,Level 2,Deparment Store,2684.5056
bbd08c010ae98f2b6731bceac4974fb0,16.6,Low,0,Business Products,173.3738,LOCATION046,2002,Small Size,Level 1,Deparment Store,2085.2856
7b2e655bfdbf882d937b21cfbd4d2d61,NA,Regular,0.016516275,Business Products,47.4034,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,2187.153
b843839b725cd37edab4e354b1377139,19.7,Low,0.089083914,Business Products,54.593,LOCATION010,2003,,Level 3,Groceries Store,56.593
0bff987acd1f005eb10f8d121833af87,14.3,Low,0.131152799,Electronics,78.6328,LOCATION017,2012,,Level 2,Deparment Store,231.6984
4d6843f2bd4bd2b648f8f49489f7c9eb,NA,Regular,0.083109455,Beauty,195.8426,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,5734.5354
43bacd79e84e0dc01b7cfc52354733d1,10,Low,0.045818773,Apparel,138.718,LOCATION013,1992,Large Size,Level 3,Deparment Store,1398.18
6bc71700f8f17be2d78d7276729bceb6,14.8,Low,0.044869794,Home and Garden,76.467,LOCATION035,2009,Small Size,Level 2,Deparment Store,1531.34
5b920e8a10c9a1e2e8d472682af1c496,NA,Regular,0,Beauty,160.692,LOCATION019,1990,Small Size,Level 1,Groceries Store,319.584
24aa95845c7ff3c63420a8c810ca7c48,8.71,Regular,0.04605781,Books,43.8744,LOCATION049,2004,Medium Size,Level 1,Deparment Store,633.8416
375376085563ffa1da206759c5b17c04,12.15,Low,0.030815427,Apparel,252.0698,LOCATION010,2003,,Level 3,Groceries Store,1014.6792
2f0d2482ab30ab3c335d27ce169d7a86,17.85,Low,0.01806055,Collectibles,97.0094,LOCATION045,2007,,Level 2,Deparment Store,2094.6068
a9902b3c4b9cd553e7138194dd8f122e,11.8,Regular,0.076705948,Antiques,34.7558,LOCATION035,2009,Small Size,Level 2,Deparment Store,780.9834
5213316c2fd5cd2f7ab7878bbe7b182b,14.1,LF,0.089677773,Beauty,139.8496,LOCATION046,2002,Small Size,Level 1,Deparment Store,1693.7952
48d975a52c7450f65cb51577a4046840,19.35,Regular,0.065520388,Art,168.3816,LOCATION046,2002,Small Size,Level 1,Deparment Store,1342.2528
c4b4fcfd46c1a4187ea79d73f700ad9a,10.3,Regular,0.050353695,Beauty,78.696,LOCATION017,2012,,Level 2,Deparment Store,1757.712
b70b4d20eb7e17eeabf8818882eff928,NA,Low,0.110762642,Gourmet Food,108.5912,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,1637.868
0869abcb4a9e64b9e00e31a40554c2fb,10.8,Low,0.083016832,Books,193.4504,LOCATION017,2012,,Level 2,Deparment Store,2876.256
3cea5e3b8790aef7ddcc49c2840cf6bf,17.75,Regular,0,Business Products,139.9838,LOCATION045,2007,,Level 2,Deparment Store,1966.7732
fa63f23ba53b67afcdd4aed336f428f3,8.575,Low,0.023983258,Home and Garden,106.328,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,958.752
d33216a3481136563fceffdbe2940feb,19.1,Low,0.075836522,Books,40.2138,LOCATION010,2003,,Level 3,Groceries Store,81.2276
ac574953ad1d4ff217933dbcc9ca9038,20.7,Regular,0.100330684,Business Products,123.4388,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1238.388
0cdca2055608135ff217c94ee15e2718,NA,Low,0.051778173,Antiques,157.892,LOCATION019,1990,Small Size,Level 1,Groceries Store,319.584
dc072a7b62cd6fa8d0d0e5bbe3163122,6.785,Regular,0.022970468,Antiques,211.0928,LOCATION035,2009,Small Size,Level 2,Deparment Store,4418.2488
ae63d462d4d6c647cf76ee32a81589cf,6.57,Low,0.066014596,Cameras,259.7278,LOCATION013,1992,Large Size,Level 3,Deparment Store,2863.6058
2d713591b67a9fddcb02d058807ab8f3,5.78,Regular,0.07429945,Antiques,264.9568,LOCATION045,2007,,Level 2,Deparment Store,1845.5976
9e7edd400ce373dde353fe74fb614b95,6.92,Regular,0.131128467,Baby Products,93.1804,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1561.9668
b105b804d78e088e066759955b64d0ca,20.25,Regular,0.014816356,Books,194.1162,LOCATION049,2004,Medium Size,Level 1,Deparment Store,3848.324
69ec2297b520fce06f68f2bbfe52bf99,13.65,Low,0.049318315,Business Products,149.005,LOCATION045,2007,,Level 2,Deparment Store,2097.27
19200f2a0ddc8122f2e68eeb309764f7,16.5,Low,0.035801238,Collectibles,92.612,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,559.272
d27d6dccf75dffeb89db4a7f8388c761,16.7,Regular,0.038606365,Antiques,146.5102,LOCATION045,2007,,Level 2,Deparment Store,2770.3938
fe38aea5226b065afd10af25d1497678,8.68,Low,0.008871687,Apparel,99.7384,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,295.6152
7c484af74caa34abc510e0f9ba1b0177,NA,Low,0.125793938,Cameras,36.2506,LOCATION019,1990,Small Size,Level 1,Groceries Store,37.9506
46ab368ca33aaa8d7db8754ddfe8bea2,7.235,Low,0.058369013,Antiques,115.2834,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1267.0174
122c0c372b71bd43b4dedbf13bfe444e,16.75,Regular,0,Home and Garden,39.3822,LOCATION046,2002,Small Size,Level 1,Deparment Store,353.5398
fcb206fcd4199086bd0b36504d23a0ba,15.35,Low,0.073269336,Home and Garden,92.112,LOCATION035,2009,Small Size,Level 2,Deparment Store,1118.544
f0fd6d52f4d1d355a54e977e2faca58c,10.8,Low,0.049677651,Business Products,245.9144,LOCATION013,1992,Large Size,Level 3,Deparment Store,4655.2736
3fb1990b520f09c946c892849a7fadb2,6.26,Low,0.031470832,Accesories,110.2228,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1547.3192
dd8da7c4fb4690d2aa99523714857441,5.63,Regular,0.024579432,Art,105.3306,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1045.306
9e7edd400ce373dde353fe74fb614b95,6.92,Regular,0.131665479,Baby Products,91.8804,LOCATION017,2012,,Level 2,Deparment Store,275.6412
bbd08c010ae98f2b6731bceac4974fb0,16.6,Low,0.122475364,Business Products,175.5738,LOCATION045,2007,,Level 2,Deparment Store,347.5476
77ed03f02f0134af3b12e8da61010635,9.195,Low,0.107891398,Antiques,182.7634,LOCATION046,2002,Small Size,Level 1,Deparment Store,3817.0314
b0547c5de95dcc8a8b5b2fc6e6f95e45,9.395,Low,0.045361705,Antiques,83.825,LOCATION045,2007,,Level 2,Deparment Store,665.8
b37eb2199ce691ad779adba54b1769d0,9.8,Low,0.090390357,Gourmet Food,192.1478,LOCATION013,1992,Large Size,Level 3,Deparment Store,2324.9736
c3cda512f95dd4d1a1b2c5de0e3fd2c0,NA,Low,0.087029712,Business Products,109.2228,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,3205.1612
3a8ea95b673842b0a844cecdb6e727c7,18.85,LF,0.052054819,Collectibles,189.1846,LOCATION046,2002,Small Size,Level 1,Deparment Store,2101.9306
386b80676c5876474dea254e390424df,9.13,Low,0.051952573,Accesories,152.3024,LOCATION045,2007,,Level 2,Deparment Store,1821.6288
e497a767c63f50476355bb6424997c8d,9,Regular,0.050786366,Beauty,152.2024,LOCATION017,2012,,Level 2,Deparment Store,3643.2576
b524592cb8b183212b7f17bf98cb62ce,6.715,Regular,0.121485195,Electronics,40.2454,LOCATION013,1992,Large Size,Level 3,Deparment Store,587.2356
9741dad0a90c94a7dc53d17c178658b1,5.82,Low,0.080640478,Accesories,167.779,LOCATION046,2002,Small Size,Level 1,Deparment Store,2886.243
f44c76f15db45f4c2b411128f02e4c86,18.7,Low,0.037699254,Business Products,110.2886,LOCATION045,2007,,Level 2,Deparment Store,2223.772
12c18a1842eeeca1bfdb813706073c1f,7.93,Low,0,Apparel,123.2414,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,487.3656
79161d694c244063e8a194a6c8fb4027,18.75,Low,0.034501405,Accesories,211.7218,LOCATION017,2012,,Level 2,Deparment Store,5770.4886
6e7e263b8f441c7f0b90701e6b360819,7.445,low fat,0,Electronics,76.8354,LOCATION046,2002,Small Size,Level 1,Deparment Store,2181.8266
9670fda0398486a47e37cceac4afcf64,20.85,Low,0.121250374,Antiques,193.9452,LOCATION046,2002,Small Size,Level 1,Deparment Store,1565.9616
6235612527a30501b40b8b6126b7d073,20.85,Low,0,Art,115.1808,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1054.6272
badba45388cf151763b7a49ebe199a1d,19.2,Low,0.100230114,Apparel,112.9886,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1667.829
8c668542dc2f53fae95bfba8585dd3f0,17.35,Low,0.167383061,Accesories,175.6712,LOCATION046,2002,Small Size,Level 1,Deparment Store,2812.3392
ceb2a21b3ee2838630a633c8f7266aff,14.3,Regular,0.034404732,Electronics,98.1726,LOCATION035,2009,Small Size,Level 2,Deparment Store,489.363
eca326abd7982981c47750e2a0a56cf2,19.5,Low,0.082719632,Beauty,179.3002,LOCATION045,2007,,Level 2,Deparment Store,2865.6032
5f58af1c975ea31c35fe8ebfee28a58c,6.675,Low,0.041913535,Antiques,90.7462,LOCATION035,2009,Small Size,Level 2,Deparment Store,1665.8316
0cb226b186b39105a68059247a2569d9,8.18,Low,0.0132043,Accesories,143.8154,LOCATION017,2012,,Level 2,Deparment Store,2694.4926
cd85c75819dfde55e1ee3bdb4841321b,NA,LF,0.141106202,Jewelry,87.9172,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,3836.3396
c966061c3036581d1d227a4552f5babd,16.85,Low,0.036463975,Antiques,90.7488,LOCATION045,2007,,Level 2,Deparment Store,543.2928
9add7fd9a535798e1b625ed0002ee3ca,12.3,Regular,0,Antiques,57.3562,LOCATION013,1992,Large Size,Level 3,Deparment Store,177.7686
8765b26d41f7f12ff09fb4c62c122f51,7.435,Low,0.123086812,Jewelry,206.9638,LOCATION045,2007,,Level 2,Deparment Store,1035.319
92ccae28cb82ac7d34690f5e95bffaba,15.1,reg,0.105646853,Business Products,42.8796,LOCATION035,2009,Small Size,Level 2,Deparment Store,949.4308
78107c8ce53971c431d5bc3dbe91cfab,9.195,Regular,0.118149377,Antiques,160.5578,LOCATION017,2012,,Level 2,Deparment Store,1283.6624
9ee16dd9644e78c8dad0b1035ae27a3e,10.1,Low,0.046545786,Cameras,59.9878,LOCATION013,1992,Large Size,Level 3,Deparment Store,484.7024
c3e9933b03e766da418ad05151700301,8.1,Regular,0.134532392,Beauty,39.448,LOCATION049,2004,Medium Size,Level 1,Deparment Store,878.856
6517eac0097340e026bd2b84e9193ff2,20.6,LF,0.083133128,Electronics,120.1756,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1332.9316
52ba18a2a10f88d2a6cab6b263b1a834,20.35,Low,0.039428167,Accesories,127.9678,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,3560.6984
aa0c93ef007e65abe41ecc9bcb8b7a06,17.75,Low,0.034823127,Books,248.675,LOCATION045,2007,,Level 2,Deparment Store,4993.5
40868d8424f47a9ec5e063e0f76f514c,19,Regular,0.065901299,Business Products,188.7214,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1695.7926
53b2cf4608939e125fab98168052479b,12.6,Regular,0.041622264,Business Products,124.0072,LOCATION049,2004,Medium Size,Level 1,Deparment Store,4042.7376
7ebbadfc3676bcb0763efbc8a7156e87,NA,Low,0.064933297,Antiques,174.837,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,4763.799
dd4226b09a6e36f1948026e9c3174e5c,7.895,Regular,0.0945493,Baby Products,102.6332,LOCATION035,2009,Small Size,Level 2,Deparment Store,1640.5312
d56162ac91724a89db20b882610a16d4,8.355,Low,0.188322664,Beauty,148.5418,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,2207.127
89884b814d03bb5819f2211ff69a32bf,NA,Regular,0,Apparel,145.2102,LOCATION019,1990,Small Size,Level 1,Groceries Store,437.4306
c5a2cf921cf0845de914ec6643851d25,18.5,Low,0.052025392,Antiques,118.4124,LOCATION013,1992,Large Size,Level 3,Deparment Store,2370.248
40868d8424f47a9ec5e063e0f76f514c,NA,Regular,0.065316099,Business Products,189.9214,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,5087.3778
7b3b5c284472683a44d13685cb288693,8.975,Regular,0.01516265,Beauty,101.899,LOCATION010,2003,,Level 3,Groceries Store,103.199
443b2e5ae7306e3b9224227ae1d50561,10.1,Regular,0.053584207,Business Products,224.4088,LOCATION046,2002,Small Size,Level 1,Deparment Store,4697.8848
fb11e644c13c490b8a3de984e6f3a354,9.285,Regular,0.020989132,Antiques,158.6578,LOCATION013,1992,Large Size,Level 3,Deparment Store,2406.867
b9b1ef678d439ba5e33840469e4a8ade,16,Low,0.041177505,Antiques,142.3496,LOCATION017,2012,,Level 2,Deparment Store,3246.4408
83b2d7c283da63a0d76e24955e167cba,14.15,Low,0.042352822,Books,51.6982,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1262.3568
702f7899b0b77952b37c551f9415e2b2,13.65,Regular,0.18454121,Beauty,211.5902,LOCATION045,2007,,Level 2,Deparment Store,4672.5844
b9fdb8dae69df26131556456efbac620,17.25,Low,0.114160573,Accesories,253.1724,LOCATION017,2012,,Level 2,Deparment Store,3775.086
f44c97deb2b90925c5b6d2741049dd32,5.655,Low,0.175352413,Home and Garden,147.4102,LOCATION049,2004,Medium Size,Level 1,Deparment Store,2478.7734
e9d22b91a53574866a8bff42c1968c0c,5.175,Regular,0.029471408,Antiques,105.4622,LOCATION013,1992,Large Size,Level 3,Deparment Store,3281.7282
2d2e280b591ecbb7aaff21a854c5a85e,16.75,Regular,0.008208342,Beauty,102.8674,LOCATION045,2007,,Level 2,Deparment Store,1528.011
f78132c0e814419a3a1a6a5b2166bb3c,18.35,Low,0.03334929,Books,155.034,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1990.742
d2e115248e98bbd7f6c2d6c3c854fbbe,12.8,Low,0.076060037,Business Products,95.141,LOCATION046,2002,Small Size,Level 1,Deparment Store,868.869
b4194529bc2c90429ffe29a225f891f5,19.75,Low,0.014301326,Accesories,103.0332,LOCATION046,2002,Small Size,Level 1,Deparment Store,1230.3984
0e0362fa79cc5fcd06df67a2c8191c0f,8.75,Regular,0.074931201,Business Products,187.6556,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,938.778
7bdf625514746e2c3971d9ac91e01807,13.3,Low,0.080131363,Books,234.03,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,4194.54
a68bee1fd5cc6adbc719ee0b09c6f978,18.85,Low,0.167444431,Accesories,194.6136,LOCATION013,1992,Large Size,Level 3,Deparment Store,1166.4816
c2af0297e3801e78508546936aca3391,9.695,Regular,0.03033748,Antiques,222.9114,LOCATION049,2004,Medium Size,Level 1,Deparment Store,5764.4964
7c5da3f53832e0ff7cc279e3a5c61935,11.1,Low,0.111298111,Business Products,191.7846,LOCATION017,2012,,Level 2,Deparment Store,3057.3536
375376085563ffa1da206759c5b17c04,12.15,Low,0.018485511,Apparel,253.1698,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1522.0188
c915c4aa1a5ea4c54cec8192acc83d02,7.67,Low,0.184689756,Accesories,35.4216,LOCATION013,1992,Large Size,Level 3,Deparment Store,450.0808
51a9c601e635668a950e176bbf502bef,13.8,Regular,0.064153845,Business Products,76.9012,LOCATION013,1992,Large Size,Level 3,Deparment Store,607.2096
da3a438693920826a5d961ae83a0c54e,4.785,Low,0.092516598,Automotive,120.1098,LOCATION013,1992,Large Size,Level 3,Deparment Store,1325.6078
06a0938446bf6a3cf074192f75944da2,20,Regular,0.104245198,Beauty,105.3622,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1270.3464
5364b9d126ea59d0ca982dff7a9c4899,NA,Regular,0.041779181,Art,43.4112,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,1107.8912
c23dc6b44f909a3c4ef70f3600923e2f,8.395,Low,0.07226985,Cameras,254.104,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,3542.056
426efde69f37cd3b3e2340dfabe0eb68,6.175,Regular,0.179806961,Art,95.2752,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1534.0032
b643276cb8f1de65362b7250ae021f3a,8.21,Low,0.044995631,Books,89.2198,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1308.297
b843839b725cd37edab4e354b1377139,19.7,Low,0.053523765,Business Products,55.393,LOCATION017,2012,,Level 2,Deparment Store,1471.418
0bc0d17afe9492eb71a81632fee4d33d,7.5,Low,0.036234918,Collectibles,175.3028,LOCATION046,2002,Small Size,Level 1,Deparment Store,3896.2616
d15375a07228ec4491bd968df296d3d2,5.845,Regular,0.105445801,Apparel,214.4218,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1496.0526
af86738ef27c8d129fb4784b8c07ab34,11.395,LF,0,Collectibles,151.6708,LOCATION013,1992,Large Size,Level 3,Deparment Store,3460.8284
f9e4cd0f869d96c8d22e451e51b2e9cc,7.17,Regular,0.05997133,Business Products,132.1968,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,2870.9296
350576f1cdf2e27987a2d3d640bb8a77,5.75,Regular,0.075595405,Books,114.7176,LOCATION017,2012,,Level 2,Deparment Store,1259.6936
70f3a5bcc82cdbcc4204c4325557a0d5,7.76,Low,0.059341019,Antiques,99.77,LOCATION035,2009,Small Size,Level 2,Deparment Store,798.96
702f7899b0b77952b37c551f9415e2b2,13.65,Regular,0.18520944,Beauty,212.9902,LOCATION017,2012,,Level 2,Deparment Store,3185.853
d19c398f8e37858fa75d2b49708b6aef,10.8,Low,0.098566832,Art,98.3042,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1488.063
7c5da3f53832e0ff7cc279e3a5c61935,11.1,Low,0.11084417,Business Products,189.2846,LOCATION049,2004,Medium Size,Level 1,Deparment Store,5159.2842
f8ae203f540caa73214883bd813a329e,NA,Low,0.0350152,Antiques,182.0318,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,5954.2494
d76838ccb9293b1d788d3727d5aa8c1e,12.8,Regular,0.023567538,Art,226.8404,LOCATION049,2004,Medium Size,Level 1,Deparment Store,4500.808
241b332bea1052442b79e4df1d5fbb13,20.6,Regular,0.04792722,Business Products,185.9556,LOCATION035,2009,Small Size,Level 2,Deparment Store,4318.3788
d732c0d3dccff1c59700a38a89a14590,7.89,Low,0.036207786,Books,121.0782,LOCATION045,2007,,Level 2,Deparment Store,3456.1678
399efe5a23ef5e363423107f9827c138,16.85,Low,0.044377096,Business Products,185.8266,LOCATION013,1992,Large Size,Level 3,Deparment Store,1659.8394
efaeddd62683056d1e6be52909720148,16.35,Low,0.034742632,Accesories,127.402,LOCATION045,2007,,Level 2,Deparment Store,759.012
78107c8ce53971c431d5bc3dbe91cfab,NA,Regular,0.116915909,Antiques,159.4578,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,4974.1918
f560ebe3c4a474b12ab3dd2dd6a414a4,17.35,Regular,0.062979148,Electronics,87.983,LOCATION045,2007,,Level 2,Deparment Store,1707.777
73879a8a85decd382e6d61f3ac626243,NA,Regular,0.068604503,Business Products,197.3768,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,7488.9184
47cd9597d18f7a49f3b393284fd08980,NA,Low,0.03294861,Accesories,116.8124,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,2488.7604
30192997e74350979b3c244b30b6b042,12.6,Low,0.007450258,Accesories,186.7556,LOCATION013,1992,Large Size,Level 3,Deparment Store,2816.334
4d6843f2bd4bd2b648f8f49489f7c9eb,13,Regular,0.083498083,Beauty,199.4426,LOCATION035,2009,Small Size,Level 2,Deparment Store,593.2278
a7eb06d392ee7a79a9110d68f00e9a38,NA,Low,0.014522363,Home and Garden,50.2324,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,1298.31
7c79756fb63af3a3ddad8a0f4fc7241a,19.85,Low,0.025963795,Accesories,46.3376,LOCATION035,2009,Small Size,Level 2,Deparment Store,1150.5024
42b0cf237eb1a62b23756dcf9c6463dd,17.6,Low,0.019012262,Collectibles,237.159,LOCATION017,2012,,Level 2,Deparment Store,3072.667
70a83e538599e8e4ad15f17b1ee56159,7.55,Low,0.027212058,Beauty,152.734,LOCATION049,2004,Medium Size,Level 1,Deparment Store,2756.412
2a486c736d60c40a562c4e30d4b3314b,13.8,Low,0.013263968,Beauty,106.9254,LOCATION046,2002,Small Size,Level 1,Deparment Store,2930.1858
e71647cdb3189bbd6d74b87f0375e9dc,17.25,Regular,0.079113947,Antiques,99.2068,LOCATION010,2003,,Level 3,Groceries Store,97.2068
482ba7bad54e5cde318095ec5f499720,10.1,Low,0.03020851,Collectibles,153.1656,LOCATION046,2002,Small Size,Level 1,Deparment Store,1544.656
02fdd7b03abfaa99925a8df6f2299fb9,14.3,Regular,0.049634817,Art,212.5586,LOCATION013,1992,Large Size,Level 3,Deparment Store,3165.879
