"CustomerAge","JobTitle","CivilStatus","EducationLevel","Default","MortgageLoan","PersonalLoan","ContactMode","Month","WeekDay","ContactDuration","Campaign","DaysPassed","NumberContacts","PreviousOutcome","EmploymentVarRate","ConsumerPriceIndex","ConsumerConfidenceIndex","Euribor3M","NumEmployees","Subscribed","CustomerID"
32,"blue-collar","married","basic.4y","no","no","yes","cellular","may","thu",80,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no","6f20caafd7f05e1cf87777e8665c2f05"
34,"admin.","single","university.degree","no","no","no","cellular","may","fri",101,4,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no","e0ac335ce321e9a083e01747b75515df"
47,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed",74,6,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no","ab71494227afc4e46b807f06208c5fa6"
32,"technician","married","high.school","no","yes","no","cellular","may","tue",67,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no","76de47a72ec811bf8ef13723e100743b"
29,"technician","single","university.degree","no","yes","no","cellular","jul","wed",438,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","250c675b998207d41baac31b7a60affc"
49,"management","married","high.school","no","no","no","cellular","nov","wed",582,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no","7b1c811833304aa8e69a02d48466a971"
42,"technician","married","professional.course","unknown","yes","no","cellular","jul","thu",721,10,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no","9d3eea063e778ae48c064694635894a9"
29,"admin.","single","university.degree","unknown","yes","no","cellular","aug","fri",142,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no","3e32943ca31c92ed4c0ca3678929538d"
34,"technician","married","professional.course","no","yes","yes","telephone","may","fri",224,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","e791a8214cb4cc2fe4a5add55242e086"
51,"entrepreneur","divorced","university.degree","no","yes","no","cellular","may","mon",212,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no","53f198271c92ae798bb230558064194d"
47,"blue-collar","divorced","basic.9y","no","no","no","cellular","may","tue",295,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no","6914015bd76df7070410a019a0a9cc26"
53,"technician","married","professional.course","no","yes","no","telephone","mar","mon",247,5,999,2,"failure",-1.8,93.369,-34.8,0.646,5008.7,"no","2d2c9d37f6ad3c5ccd1f6b028667dc12"
28,"technician","married","basic.9y","no","yes","no","cellular","jul","mon",236,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","9f40da76ed110b8b6e5cbe3ba2d370d6"
27,"technician","single","university.degree","no","yes","no","cellular","oct","wed",184,1,999,1,"failure",-1.1,94.601,-49.5,1.043,4963.6,"yes","ae43194a1c5c47e86508d6ddb330db34"
30,"student","single","high.school","no","no","no","cellular","aug","thu",200,1,999,1,"failure",-1.7,94.027,-38.3,0.904,4991.6,"no","8435efbd9cf83356ac4a26c6889c8fa5"
42,"blue-collar","married","basic.6y","no","yes","no","cellular","may","wed",172,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no","069c0949cc402f30063b90e9a31f87e1"
38,"admin.","single","university.degree","no","yes","no","telephone","jun","wed",190,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no","c806da0181d245ba4f35cf385ab29983"
29,"admin.","married","university.degree","no","yes","yes","cellular","apr","mon",245,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no","f481e225687b6dcd18429e5202c29189"
44,"housemaid","married","basic.4y","no","yes","no","cellular","may","wed",31,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no","8bad747cfe1e2c6759f43daa0c414b53"
59,"retired","married","high.school","no","unknown","unknown","telephone","aug","thu",204,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no","417303ed3b5e6d87bd16727242d69019"
45,"management","single","basic.9y","no","yes","no","cellular","nov","thu",165,3,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no","8c0a944402768b5b9b1e68abfeabbe7b"
51,"management","married","university.degree","unknown","no","yes","telephone","jun","thu",93,1,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,"no","2c37ab0f82073c3e9dde35990a4e3438"
28,"services","married","high.school","no","yes","yes","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","a3b38a994974ef2914f18035bdcac6fe"
29,"technician","married","university.degree","no","yes","yes","cellular","aug","wed",94,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no","902702d99069fe68c6369cf60dd09a36"
28,"technician","single","professional.course","no","yes","no","cellular","apr","thu",477,2,999,1,"failure",-1.8,93.075,-47.1,1.483,5099.1,"no","f9e5d61444bc62c455456c1605a38073"
29,"technician","single","professional.course","no","yes","no","cellular","may","wed",231,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no","3732f36185d3b13c99f9d1c6e5c5c3de"
40,"admin.","single","high.school","unknown","yes","no","telephone","jun","mon",142,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no","48dfe3edab962e3545f011c481a7347e"
43,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",221,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no","7f1a3c1373f458f441ee41a5c5ea9312"
54,"management","married","university.degree","no","no","yes","cellular","jul","tue",218,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","7f46bf5c34b2dd47e708eff9d637f492"
52,"services","married","professional.course","unknown","yes","yes","cellular","aug","mon",84,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","a031d4678cbf2d3558715e066e05b7ee"
32,"admin.","married","high.school","no","no","no","cellular","aug","fri",52,8,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no","d80397f8289585b7fbb0de71d1783aee"
23,"admin.","single","university.degree","no","yes","yes","telephone","jul","mon",69,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","d1f3db5ed66a4ecd1c5bf3b456e5606b"
34,"technician","married","professional.course","no","yes","yes","cellular","nov","thu",42,7,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no","aab351d1546367211ee9ffcc4993d7a2"
39,"services","divorced","basic.9y","no","yes","no","telephone","may","thu",51,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","05dd4babc7400a9502da8b269ac1cb3d"
30,"services","single","high.school","no","yes","no","cellular","jun","mon",181,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes","b5358ad1246be18a74d156139a537cfb"
32,"admin.","divorced","university.degree","no","yes","no","telephone","may","thu",147,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","2abc7d0f41748c508cbf52d71667210f"
54,"technician","married","university.degree","unknown","no","no","telephone","jun","mon",71,4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no","d0bdd63fd219fefa2d6b97b2c5815cc6"
50,"blue-collar","married","professional.course","unknown","yes","no","cellular","may","thu",157,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no","e0d339a0c656eb328677dc34d7fef843"
35,"technician","single","professional.course","no","unknown","unknown","cellular","may","mon",146,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no","574d28f95f07080462ea3787b246502d"
26,"admin.","single","university.degree","no","yes","no","cellular","sep","tue",355,1,999,1,"failure",-1.1,94.199,-37.5,0.881,4963.6,"no","aa124999ed861a9b8376505e53024bcf"
45,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",99,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","e9ad4f5824557b9072580a97d370b258"
28,"technician","married","high.school","no","no","no","telephone","may","tue",180,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","9d51ec62948320a5112d2c56410b2bb1"
28,"blue-collar","single","basic.4y","no","yes","no","telephone","may","mon",101,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","08621c18dca7dd7925e75e9892a95d39"
50,"technician","married","professional.course","no","no","no","telephone","may","fri",121,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no","a71368f25c548eacad6efd0f13e0b17b"
31,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","fri",55,12,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","ef740e00eaa47fa19a627625eca2f450"
34,"admin.","single","university.degree","no","no","no","cellular","aug","fri",114,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no","9cc2031e5c69ae19ee5380cab2d987da"
56,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","tue",368,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","e14b44a4689c4ded0d65a6b30d1bcd7f"
29,"entrepreneur","married","basic.4y","no","no","no","cellular","jul","tue",103,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","6491b568f945b160a838429d9e1ac780"
58,"admin.","married","university.degree","no","no","no","cellular","aug","wed",233,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no","54a79f27ceee3e6b86f901a6ccdb79db"
46,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",471,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no","bc8fc5fb2bcb0ed4ef1088c686a747ff"
35,"blue-collar","divorced","basic.9y","no","no","yes","telephone","may","tue",131,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","0e0b377a0e6413a4dfd206ec34f10866"
34,"management","married","university.degree","unknown","yes","no","cellular","may","thu",281,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no","89964311105a4cca0abf4e1980ad1161"
40,"management","married","unknown","no","yes","no","cellular","nov","thu",165,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no","7fab34b7fa6f854bab88f2a74869142f"
40,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",117,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no","a4c2df567f4126f47075fb6646f6b11e"
54,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","thu",71,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","0538e0c69f30c3b0d8a44101acd6c406"
25,"admin.","single","university.degree","no","no","no","telephone","jun","mon",94,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no","b667cc5ac9de9ef6a9289bce95a0bd0b"
49,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","thu",67,3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no","dbd0636bc1844ff538ace35a30d61f4b"
44,"admin.","divorced","university.degree","no","no","no","telephone","jun","fri",39,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","873c7bd10293e1f9a880dafc75d1c48a"
41,"admin.","married","university.degree","no","no","no","cellular","jul","mon",1360,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes","1341ca6be3a05d1c880655dcf0c61eee"
30,"technician","single","university.degree","no","yes","yes","cellular","aug","tue",433,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no","bde11f5fa066ccb7bed64fda0fa18584"
41,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",152,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","4e58a1d84761f416733cf80fc3c410a7"
54,"entrepreneur","married","professional.course","no","yes","yes","cellular","nov","tue",134,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no","e693fa0bbfa4240917cd51c3e0a751c4"
30,"blue-collar","single","professional.course","no","no","no","cellular","may","tue",165,1,999,1,"failure",-1.8,93.876,-40,0.668,5008.7,"no","ab4cb101bd544a2564d0e6fa0dd27f3a"
25,"student","single","unknown","unknown","yes","no","cellular","aug","fri",81,1,999,1,"failure",-2.9,92.201,-31.4,0.825,5076.2,"no","74ad758a0f6233883f57a74086252315"
42,"management","married","high.school","no","no","no","cellular","nov","thu",59,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no","5bc4942b481d8cc230cbf8e3ed2c7201"
36,"services","divorced","basic.9y","no","yes","no","cellular","may","tue",255,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no","ba94b2c2bcd58b70de63aa862704f573"
45,"admin.","married","university.degree","unknown","yes","no","telephone","may","tue",99,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","a18d76f4b0bcad9715a7c592f28ac622"
38,"technician","married","university.degree","unknown","no","no","telephone","may","thu",257,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","6004c9f968d35059ea6d8f9eb654e09a"
38,"admin.","single","professional.course","no","no","no","telephone","may","mon",160,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","35ffe21abbcfd5c798d71a4d213565b9"
34,"blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",78,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no","5fb6152c0166be7474099ba1ea4384c0"
44,"admin.","married","basic.9y","unknown","no","no","cellular","may","wed",217,3,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no","70d9a9d0d3075a7bfeee231f0117929f"
39,"blue-collar","single","basic.9y","no","no","no","telephone","may","tue",650,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes","999625415764a58a3f471317f2c3b6ca"
57,"admin.","married","university.degree","no","no","no","cellular","jul","mon",230,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","f9b2834f724d88078b477043a59a694b"
34,"technician","married","professional.course","unknown","yes","no","cellular","jul","wed",64,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","af80655533cfcf4a0e679681e9a4356b"
52,"admin.","married","high.school","no","yes","no","cellular","apr","thu",152,2,999,1,"failure",-1.8,93.075,-47.1,1.435,5099.1,"no","4fcfacbadba2f3d42889613bde8c03ba"
23,"technician","single","high.school","no","no","no","cellular","may","thu",104,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no","3c5248ca3270ad939bac1558d588504e"
57,"technician","married","basic.4y","unknown","no","no","telephone","may","tue",101,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","e6923622db268793a29ed4a8bddf92e3"
50,"admin.","married","university.degree","no","no","no","cellular","nov","fri",206,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no","c62bae9c5a1ad659c2037e131df06861"
46,"technician","married","professional.course","no","no","yes","telephone","jun","mon",63,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no","b8d4f6cf96ca14942fe18e07fb8762b2"
43,"blue-collar","single","basic.4y","unknown","no","no","telephone","may","wed",339,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no","9c84eeafa28dd06029f61d6e0ccdc8a8"
53,"admin.","single","basic.6y","no","yes","yes","telephone","may","mon",148,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","69fb87f9245dfda43b7fc1e641b44f01"
35,"self-employed","unknown","university.degree","no","no","no","cellular","nov","thu",221,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no","97ea992a5fb98728c1d201a72ba1da68"
28,"services","married","high.school","no","no","no","cellular","jul","tue",289,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","1f6c200e9eb15c97a67feacaab824b0e"
25,"blue-collar","single","basic.9y","no","yes","no","telephone","may","wed",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no","2288f10286d6236cb98b38e410377e35"
56,"services","divorced","high.school","unknown","no","no","telephone","may","thu",311,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","d4a2e25dc23c7b2c6d9a010cd5b70aba"
56,"technician","married","university.degree","unknown","no","no","cellular","jul","mon",17,19,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no","7a8c94b56b30b645288f7be517849fcc"
33,"services","single","high.school","no","yes","no","telephone","jun","thu",326,5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","ee96d793354de0fe5385f3da15025550"
31,"housemaid","single","professional.course","unknown","yes","yes","cellular","aug","tue",213,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no","6fedd375f4140854a31e2faf649739b4"
48,"admin.","divorced","university.degree","no","no","no","cellular","aug","thu",544,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes","7f66fbb7998caf421b84cd8adf336f7d"
45,"self-employed","divorced","university.degree","no","yes","yes","telephone","jun","mon",173,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","c5863ec2a220e3b7f6fa12f42db96d69"
24,"blue-collar","married","basic.9y","no","yes","no","cellular","oct","fri",160,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,"no","250a73a613e240257f6dc8ae09c0b5e4"
48,"housemaid","married","basic.4y","unknown","no","yes","cellular","aug","mon",148,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no","438133853661c108d03f97d470d2216e"
28,"entrepreneur","married","basic.9y","unknown","no","no","cellular","may","fri",22,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no","5b79c674e7984fa135072cca2001bb6b"
50,"self-employed","married","basic.4y","unknown","unknown","unknown","telephone","may","wed",153,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","7c95c6f68189b1726cc76f721e18c98d"
29,"admin.","married","university.degree","no","yes","yes","telephone","jun","wed",281,3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no","ce77469407b4e5ed5d5c8d9543490127"
38,"blue-collar","married","basic.6y","no","no","no","telephone","may","mon",177,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","53d7d897518d03bb1c3bf00de2d5a061"
18,"student","single","unknown","no","yes","yes","telephone","aug","wed",297,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.9,4991.6,"no","5ea3aa881cac20eac898460bc769efae"
34,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",487,5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","2566c3b6497726f5749fefc83b797d5d"
38,"admin.","married","university.degree","no","yes","no","telephone","jun","tue",43,9,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","3581fa98327d3d28f8732e8b355609e6"
57,"admin.","single","high.school","no","yes","no","telephone","may","mon",26,5,12,1,"success",-1.8,92.893,-46.2,1.244,5099.1,"no","154ee6d6938d5649493d043d3886046c"
77,"retired","divorced","professional.course","no","no","no","cellular","aug","mon",258,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,"no","5e33e360b31a788471b4af8c5083ee92"
29,"blue-collar","single","basic.9y","unknown","yes","yes","cellular","jul","tue",532,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","fab85a7cfec8a0f5a4722c3b26a1d927"
46,"management","married","university.degree","no","no","yes","cellular","jul","fri",153,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","044d813dccf12283e1b668b0335d4da2"
43,"admin.","married","basic.9y","unknown","no","no","cellular","jul","thu",294,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no","2ddebf825272206d5793cf4202164388"
31,"technician","married","university.degree","no","no","no","cellular","oct","tue",146,2,12,3,"failure",-1.1,94.601,-49.5,0.982,4963.6,"no","f9eb7e3ef06d86f9e379be552ae09884"
39,"student","single","unknown","no","yes","no","telephone","jun","tue",367,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","e0d92e43babe5e9737b06451946f39b8"
44,"technician","single","university.degree","no","no","yes","cellular","jul","fri",228,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","5dcbf85de5451e63bdfbcbb6e6da7493"
32,"services","single","high.school","no","yes","no","cellular","may","wed",53,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no","096c988ef95755cae7fcddd609d7cad9"
43,"self-employed","single","high.school","unknown","no","no","cellular","may","wed",79,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no","26a752bbf61d4b5f2bf63f2822b48948"
28,"blue-collar","single","basic.6y","no","no","no","telephone","may","fri",557,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no","a9c4da21c51509d0221761a46578a0fc"
36,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed",55,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no","b4f07d379eb8fed5b1cc1df95b9bf6f1"
52,"self-employed","divorced","basic.9y","no","yes","no","cellular","nov","thu",26,5,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no","b39b1f25557f92b38b3e10abb1bd4b4e"
34,"services","single","high.school","no","yes","no","cellular","may","thu",541,3,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no","76bb48cccd68153482cda2b8ebfecd93"
37,"admin.","married","high.school","no","yes","no","telephone","may","mon",115,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","587173d3aa078811dd3162e1f2d42616"
36,"self-employed","single","professional.course","no","yes","no","telephone","may","mon",113,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","48d2accb9c09f763023d2eb8b0867d1b"
27,"technician","single","professional.course","no","no","no","telephone","may","tue",148,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","b00eca8474226eda84322c76d91ad663"
34,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",151,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no","ff9c1d988a0a90d87392d0aa19e0b3ad"
42,"services","married","high.school","no","yes","yes","telephone","apr","fri",73,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no","ca3bb70a3eeed7ecb14515047538de5f"
37,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu",117,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no","51ed47e9f98bb30593af1132bb421522"
41,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","thu",142,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no","34d1a827bfff2aded09acf48e0909a82"
51,"blue-collar","married","basic.9y","unknown","yes","no","cellular","nov","tue",62,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no","2785878db23fc74956504d05efc18e4f"
27,"admin.","married","high.school","unknown","no","no","cellular","jul","thu",84,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no","150b8269ec0c748f10624a2e60aad5b3"
35,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",199,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no","51a883d45105b16d77ac2c9d72d0b284"
31,"services","divorced","high.school","no","yes","yes","cellular","nov","mon",90,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no","7b3b9b1fa6778493501947d45b5fd398"
31,"blue-collar","single","basic.9y","no","yes","no","telephone","sep","mon",5,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no","354ba88bdb6021450783d380d85f197b"
31,"blue-collar","married","basic.9y","no","no","no","telephone","jul","tue",280,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no","f808c823f61c2977e1212b97b8cebccb"
33,"management","married","university.degree","no","yes","no","cellular","may","tue",35,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no","3b29fcc6ad34888a8b3e793f1f661925"
41,"blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","fri",150,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no","022ad989c16c52d1ca274b8a07c164ea"
34,"admin.","single","high.school","no","no","no","telephone","jun","tue",423,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no","9091739a944fc0771e1e6b89d1984039"
41,"admin.","married","basic.9y","no","yes","no","cellular","nov","wed",135,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no","3f5dc223e35f8132e2f3a078fcf8a985"
36,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","wed",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no","4e77c9e1b7a19c03c3b26cb9e7188781"
59,"retired","married","professional.course","unknown","yes","no","telephone","jun","wed",59,8,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no","33f813ac92761cd5987c9053c2bcaba1"
56,"management","married","basic.9y","no","yes","no","telephone","jun","tue",941,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes","f36c68eb6a5321e59cb6ea271d422e23"
59,"retired","married","professional.course","no","no","no","telephone","may","thu",422,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no","f42d9d2c5c86d39abf1176573a9206ce"
40,"technician","married","basic.9y","no","yes","no","telephone","may","tue",34,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","d6663e1739edfdb8eb15bd579acd3386"
38,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",64,1,3,3,"success",-3.4,92.649,-30.1,0.715,5017.5,"yes","f3ddafbb2a33d4cc9a5016e4ecfc9b6d"
41,"unknown","married","unknown","no","no","no","cellular","aug","mon",258,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no","15b3812dc9176610f59cdb3e4f4b1da6"
31,"technician","single","high.school","no","yes","yes","cellular","aug","wed",113,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no","9c3cac07ccf30c076800af1eb602b5a9"
24,"admin.","single","high.school","no","yes","yes","cellular","mar","wed",224,1,999,0,"nonexistent",-1.8,92.843,-50,1.602,5099.1,"yes","e4a0e74ec7d37e7e735606d0ab1872f1"
27,"admin.","married","high.school","no","yes","yes","cellular","may","thu",201,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no","90ae4aa5edc250a9a6301d85e2b7ded7"
32,"blue-collar","married","high.school","no","no","no","cellular","may","fri",319,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no","9f1dae3619860a497fda8a269d91e70b"
49,"admin.","married","high.school","no","yes","no","cellular","jul","fri",59,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no","c51bee727231421a170d97672116703d"
36,"technician","divorced","basic.9y","no","no","no","telephone","jul","wed",372,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no","67769df0a8b2b3d454b2d1cbf8434305"
47,"services","divorced","high.school","no","yes","no","telephone","may","tue",313,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no","be062aea7f0c7076bc8bef45b44db20a"
31,"services","married","high.school","no","unknown","unknown","cellular","may","thu",582,2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no","65a4a561044d3fda6b5d267cce5f495b"
36,"technician","married","university.degree","no","yes","yes","telephone","may","tue",232,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no","e041ad62f00bf2615cc6dfd85be563bb"
30,"technician","single","university.degree","no","yes","no","cellular","sep","fri",173,2,15,4,"failure",-1.1,94.199,-37.5,0.879,4963.6,"yes","528623fdfe935b018adf22b599fb53a4"
