id,year,Deflator,Dllr,chngdllr,pctChng,amount,TrueCode,majorfunction,subfunction,FunctionName,IsItMajorFunction,IsItSubFunction,IsItSubSubFunction,programmatic,discretionary,mandatory,Congress
6227,2001,0.8342,7982.498202,-1546.162655,-16.22644229,6659,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,107
6228,2001,0.8342,7687.604891,795.4973667,11.54214968,6413,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,107
6229,2001,0.8342,1076.48046,131.3472825,13.89722481,898,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,107
6230,2001,0.8342,-2313.593862,-4468.988486,-207.3396879,-1930,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,107
6339,2002,0.8477,29661.43683,5482.582837,22.67511454,25144,150 IAff,150,,International Affairs,1,0,0,0,0,0,107
6340,2002,0.8477,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,107
6341,2002,0.8477,9101.097086,-644.7672149,-6.615803329,7715,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,107
6342,2002,0.8477,8171.522944,189.0247426,2.367989792,6927,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,107
6343,2002,0.8477,8547.835319,860.2304282,11.18983663,7246,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,107
6344,2002,0.8477,1143.093075,66.61261506,6.188000388,969,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,107
6345,2002,0.8477,2697.888404,5011.482266,216.6102853,2287,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,107
6454,2003,0.8639,36701.00706,7039.570232,23.73307225,31706,150 IAff,150,,International Affairs,1,0,0,0,0,0,108
6455,2003,0.8639,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,108
6456,2003,0.8639,17497.39553,8396.298446,92.25589361,15116,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,108
6457,2003,0.8639,11642.55122,3471.028277,42.4771282,10058,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,108
6458,2003,0.8639,8345.873365,-201.9619541,-2.362726311,7210,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,108
6459,2003,0.8639,1172.58942,29.49634469,2.580397461,1013,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,108
6460,2003,0.8639,-1957.402477,-4655.290881,-172.5531299,-1691,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,108
6569,2004,0.8853,51006.4385,14305.43143,38.97830763,45156,150 IAff,150,,International Affairs,1,0,0,0,0,0,108
6570,2004,0.8853,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,108
6571,2004,0.8853,34466.28262,16968.88708,96.9795022,30513,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,108
6572,2004,0.8853,8675.025415,-2967.525806,-25.48862143,7680,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,108
6573,2004,0.8853,9532.361911,1186.488546,14.21646956,8439,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,108
6574,2004,0.8853,1129.560601,-43.02881915,-3.669555465,1000,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,108
6575,2004,0.8853,-2796.792048,-839.3895708,-42.8828297,-2476,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,108
6684,2005,0.9131,36005.91392,-15000.52458,-29.40908054,32877,150 IAff,150,,International Affairs,1,0,0,0,0,0,109
6685,2005,0.9131,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,109
6686,2005,0.9131,14745.37291,-19720.90971,-57.21797715,13464,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,109
6687,2005,0.9131,9311.137882,636.1124668,7.332687069,8502,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,109
6688,2005,0.9131,10627.53258,1095.17067,11.48897493,9704,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,109
6689,2005,0.9131,1205.782499,76.22189825,6.747924652,1101,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,109
6690,2005,0.9131,116.0880517,2912.8801,104.1507574,106,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,109
6799,2006,0.9428,34749.6818,-1256.232121,-3.488960518,32762,150 IAff,150,,International Affairs,1,0,0,0,0,0,109
6800,2006,0.9428,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,109
6801,2006,0.9428,15443.3602,697.9872982,4.733602213,14560,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,109
6802,2006,0.9428,9617.098006,305.960124,3.285958471,9067,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,109
6803,2006,0.9428,10432.7535,-194.7790811,-1.832778019,9836,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,109
6804,2006,0.9428,1352.354688,146.572189,12.15577346,1275,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,109
6805,2006,0.9428,-2095.884599,-2211.972651,-1905.42663,-1976,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,109
6914,2007,0.9684,70640.23131,35890.54951,103.2831026,68408,150 IAff,150,,International Affairs,1,0,0,0,0,0,110
6915,2007,0.9684,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,110
6916,2007,0.9684,16818.46344,1375.103241,8.904171262,16287,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,110
6917,2007,0.9684,10926.27014,1309.17213,13.61296443,10581,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,110
6918,2007,0.9684,9858.529533,-574.223967,-5.50404998,9547,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,110
6919,2007,0.9684,1307.311029,-45.04365966,-3.33075783,1266,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,110
6920,2007,0.9684,31729.65717,33825.54177,1613.902873,30727,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,110
7029,2008,0.9885,48528.07284,-22112.15847,-31.30250009,47970,150 IAff,150,,International Affairs,1,0,0,0,0,0,110
7030,2008,0.9885,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,110
7031,2008,0.9885,17903.89479,1085.431345,6.453808035,17698,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,110
7032,2008,0.9885,10671.72484,-254.5453007,-2.329663257,10549,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,110
7033,2008,0.9885,12226.60597,2368.076435,24.02058469,12086,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,110
7034,2008,0.9885,1271.623672,-35.68735627,-2.729829053,1257,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,110
7035,2008,0.9885,6454.223571,-25275.4336,-79.65870373,6380,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,110
7144,2009,1,63376,14847.92716,30.59657286,63376,150 IAff,150,,International Affairs,1,0,0,0,0,0,111
7145,2009,1,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,111
7146,2009,1,25262,7358.10521,41.09779071,25262,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,111
7147,2009,1,11162,490.2751644,4.594151104,11162,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,111
7148,2009,1,14352,2125.394031,17.38335264,14352,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,111
7149,2009,1,1431,159.3763278,12.53329356,1431,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,111
7150,2009,1,11169,4714.776429,73.04947492,11169,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,111
7259,2010,1.0088,60066.41554,-3309.584457,-5.222141594,60595,150 IAff,150,,International Affairs,1,0,0,0,0,0,111
7260,2010,1.0088,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,111
7261,2010,1.0088,25001.98255,-260.0174465,-1.029282901,25222,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,111
7262,2010,1.0088,13972.046,2810.045995,25.17511194,14095,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,111
7263,2010,1.0088,15681.99841,1329.998414,9.266990064,15820,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,111
7264,2010,1.0088,1566.217288,135.2172879,9.449146601,1580,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,111
7265,2010,1.0088,3844.171293,-7324.828707,-65.58177731,3878,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,111
7374,2011,1.0293,52063.53833,-8002.877216,-13.3233807,53589,150 IAff,150,,International Affairs,1,0,0,0,0,0,112
7375,2011,1.0293,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,112
7376,2011,1.0293,21041.4845,-3960.498049,-15.84073599,21658,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,112
7377,2011,1.0293,12111.1435,-1860.9025,-13.31875446,12466,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,112
7378,2011,1.0293,13629.65122,-2052.347195,-13.08728097,14029,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,112
7379,2011,1.0293,1507.820849,-58.39643875,-3.728501735,1552,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,112
7380,2011,1.0293,3773.438259,-70.73303361,-1.840007331,3884,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,112
7489,2012,1.0481,89060.20418,36996.66585,71.06060602,93344,150 IAff,150,,International Affairs,1,0,0,0,0,0,112
7490,2012,1.0481,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,112
7491,2012,1.0481,21288.04503,246.5605298,1.171782959,22312,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,112
7492,2012,1.0481,13475.81338,1364.669881,11.26788632,14124,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,112
7493,2012,1.0481,15554.81347,1925.162253,14.12480937,16303,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,112
7494,2012,1.0481,1475.050091,-32.77075848,-2.173385419,1546,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,112
7495,2012,1.0481,37266.48221,33493.04395,887.6001579,39059,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,112
7604,2013,1.0661,38038.64553,-51021.55865,-57.28884087,40553,150 IAff,150,,International Affairs,1,0,0,0,0,0,113
7605,2013,1.0661,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,113
7606,2013,1.0661,22160.21011,872.1650778,4.096971217,23625,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,113
7607,2013,1.0661,11816.90273,-1658.910647,-12.31028214,12598,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,113
7608,2013,1.0661,14180.65847,-1374.154997,-8.834274996,15118,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,113
7609,2013,1.0661,1355.40756,-119.6425304,-8.111082541,1445,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,113
7610,2013,1.0661,-11474.53335,-48741.01555,-130.7904923,-12233,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,113
7719,2014,1.0843,53019.45956,14980.81403,39.38314264,57489,150 IAff,150,,International Affairs,1,0,0,0,0,0,113
7720,2014,1.0843,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,113
7721,2014,1.0843,21911.83252,-248.3775929,-1.120826886,23759,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,113
7722,2014,1.0843,10744.25897,-1072.643761,-9.077198867,11650,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,113
7723,2014,1.0843,12750.16139,-1430.49708,-10.0876633,13825,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,113
7724,2014,1.0843,1373.236189,17.82862898,1.315370336,1489,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,113
7725,2014,1.0843,6239.970488,17714.50383,154.3810393,6766,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,113
7834,2015,1.099,57559.59964,4540.140077,8.56315797,63258,150 IAff,150,,International Affairs,1,0,0,0,0,0,114
7835,2015,1.099,0,0,0,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,114
7836,2015,1.099,23796.17834,1884.345825,8.599672454,26152,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,114
7837,2015,1.099,11142.85714,398.5981739,3.709871245,12246,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,114
7838,2015,1.099,12951.77434,201.6129459,1.581257991,14234,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,114
7839,2015,1.099,1378.525933,5.28974342,0.385202739,1515,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,114
7840,2015,1.099,8290.263876,2050.293388,32.85742124,9111,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,114
21,1947,0.1216,0,0,0,0,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,80
22,1947,0.1216,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,80
23,1947,0.1216,0,0,0,0,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,80
24,1947,0.1216,0,0,0,0,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,80
136,1948,0.1331,0,0,0,0,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,80
137,1948,0.1331,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,80
138,1948,0.1331,0,0,0,0,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,80
139,1948,0.1331,0,0,0,0,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,80
251,1949,0.1375,356.364,356.364,0,49,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,81
252,1949,0.1375,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,81
253,1949,0.1375,0,0,0,0,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,81
254,1949,0.1375,356.364,356.364,0,49,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,81
366,1950,0.1355,966.79,610.426,171.293,131,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,81
367,1950,0.1355,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,81
368,1950,0.1355,0,0,0,0,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,81
369,1950,0.1355,966.79,610.426,171.293,131,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,81
481,1951,0.1428,413.165,-553.624,-57.2641,59,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,82
482,1951,0.1428,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,82
483,1951,0.1428,0,0,0,0,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,82
484,1951,0.1428,413.165,-553.624,-57.2641,59,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,82
596,1952,0.1485,410.774,-2.39086,-0.57867,61,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,82
597,1952,0.1485,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,82
598,1952,0.1485,26.936,26.936,0,4,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,82
599,1952,0.1485,383.838,-29.3269,-7.09811,57,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,82
711,1953,0.1512,462.963,52.1886,12.7049,70,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,83
712,1953,0.1512,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,83
713,1953,0.1512,33.0688,6.13276,22.7679,5,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,83
714,1953,0.1512,429.894,46.0558,11.9988,65,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,83
826,1954,0.153,431.373,-31.5904,-6.82353,66,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,83
827,1954,0.153,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,83
828,1954,0.153,52.2876,19.2188,58.1176,8,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,83
829,1954,0.153,379.085,-50.8092,-11.819,58,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,83
941,1955,0.1542,460.441,29.0684,6.73858,71,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,84
942,1955,0.1542,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,84
943,1955,0.1542,90.7912,38.5036,73.6381,14,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,84
944,1955,0.1542,369.65,-9.43516,-2.48893,57,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,84
1056,1956,0.1582,796.46,336.019,72.9776,126,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,84
1057,1956,0.1582,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,84
1058,1956,0.1582,335.019,244.228,269,53,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,84
1059,1956,0.1582,461.441,91.7914,24.832,73,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,84
1171,1957,0.1641,719.074,-77.3864,-9.71629,118,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,85
1172,1957,0.1641,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,85
1173,1957,0.1641,243.754,-91.2652,-27.2418,40,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,85
1174,1957,0.1641,475.32,13.8787,3.00769,78,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,85
1286,1958,0.1691,999.409,280.335,38.9856,169,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,85
1287,1958,0.1691,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,85
1288,1958,0.1691,307.51,63.7565,26.1561,52,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,85
1289,1958,0.1691,691.898,216.578,45.5647,117,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,85
1401,1959,0.1717,2580.08,1580.67,158.16,443,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,86
1402,1959,0.1717,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,86
1403,1959,0.1717,803.727,496.217,161.366,138,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,86
1404,1959,0.1717,1776.35,1084.46,156.737,305,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,86
1516,1960,0.1741,3900.06,1319.98,51.1604,679,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,86
1517,1960,0.1741,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,86
1518,1960,0.1741,890.293,86.5655,10.7705,155,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,86
1519,1960,0.1741,3009.76,1233.41,69.4351,524,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,86
1631,1961,0.1765,6458.92,2558.87,65.611,1140,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,87
1632,1961,0.1765,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,87
1633,1961,0.1765,997.167,106.874,12.0044,176,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,87
1634,1961,0.1765,5461.76,2451.99,81.468,964,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,87
1746,1962,0.1783,11710.6,5251.68,81.309,2088,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,87
1747,1962,0.1783,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,87
1748,1962,0.1783,1475.04,477.875,47.9233,263,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,87
1749,1962,0.1783,10235.6,4773.8,87.4041,1825,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,87
1861,1963,0.1805,22133,10422.4,88.9997,3995,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,88
1862,1963,0.1805,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,88
1863,1963,0.1805,1783.93,308.891,20.9412,322,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,88
1864,1963,0.1805,20349,10113.5,98.8071,3673,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,88
1976,1964,0.1827,29846.7,7713.78,34.8519,5453,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,88
1977,1964,0.1827,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,88
1978,1964,0.1827,1932.13,148.196,8.30728,353,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,88
1979,1964,0.1827,27914.6,7565.58,37.1791,5100,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,88
2091,1965,0.1859,30505.6,658.905,2.20763,5671,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,89
2092,1965,0.1859,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,89
2093,1965,0.1859,2259.28,327.15,16.9321,420,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,89
2094,1965,0.1859,28246.4,331.755,1.18846,5251,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,89
2206,1966,0.1899,29768.3,-737.349,-2.41709,5653,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,89
2207,1966,0.1899,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,89
2208,1966,0.1899,2527.65,268.367,11.8784,480,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,89
2209,1966,0.1899,27240.7,-1005.72,-3.56052,5173,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,89
2321,1967,0.1957,27828.3,-1939.99,-6.51697,5446,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,90
2322,1967,0.1957,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,90
2323,1967,0.1957,2452.73,-74.9124,-2.96372,480,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,90
2324,1967,0.1957,25375.6,-1865.08,-6.84667,4966,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,90
2436,1968,0.2024,25108.7,-2719.61,-9.77282,5082,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,90
2437,1968,0.2024,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,90
2438,1968,0.2024,2445.65,-7.0816,-0.288723,495,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,90
2439,1968,0.2024,22663,-2712.53,-10.6895,4587,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,90
2551,1969,0.2117,25465.3,356.585,1.42017,5391,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,91
2552,1969,0.2117,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,91
2553,1969,0.2117,1889.47,-556.186,-22.7418,400,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,91
2554,1969,0.2117,23575.8,912.771,4.02758,4991,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,91
2666,1970,0.2231,18762.9,-6702.39,-26.3197,4186,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,91
2667,1970,0.2231,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,91
2668,1970,0.2231,1972.21,82.7435,4.37919,440,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,91
2669,1970,0.2231,16790.7,-6785.14,-28.7801,3746,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,91
2781,1971,0.2344,16284.1,-2478.76,-13.211,3817,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,92
2782,1971,0.2344,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,92
2783,1971,0.2344,2158.7,186.493,9.45604,506,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,92
2784,1971,0.2344,14125.4,-2665.25,-15.8734,3311,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,92
2896,1972,0.2456,15997.6,-286.573,-1.75983,3929,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,92
2897,1972,0.2456,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,92
2898,1972,0.2456,2532.57,373.87,17.3192,622,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,92
2899,1972,0.2456,13465,-660.443,-4.67557,3307,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,92
3011,1973,0.2562,15823.6,-173.982,-1.08755,4054,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,93
3012,1973,0.2562,0,0,0,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,93
