transaction_date_iso,Volume,SystemOutcome,EfficiencyRate,DelayCode,SystemCode,Cab Temperature,Aspect,Location,Phase1,Phase2,RotationalAspect,GantryAspect,ChannelNumber,GantryAim,GantryVertical,BearingAspect,BearingAim,BoomVertical,RailMotor1,RailMotor2,MagneticVariance,LiftRate,VerticalLift,VerticalPosition,RailError,RailLengthPosition,MaxControl,Convexity,Systematic,Constraint
10/11/2013T2:51:05Z,5,RailFailure,1,258,,28.54,,23.1,,,-90,0,0,7,8.63,43.2,1.79,4.28,10.36,24.52,9.31,27.68,-6.31,-5.93,,72,-76,,,
10/11/2013T2:51:06Z,5,RailFailure,1,258,,28.54,,23.1,,,-90,0,0,7,7.39,43.2,1.79,4.28,14.36,24.52,13.11,27.68,-6.31,-5.93,,72,-76,,,28
10/11/2013T2:51:09Z,5,RailFailure,1,258,,28.54,,23.1,,,-90,0,0,7,7.39,43.2,1.79,4.28,14.36,24.52,13.11,27.68,-6.31,-5.93,,72,-76,,,28
10/11/2013T2:51:14Z,5,RailFailure,1,258,,28.54,,23.1,,,-90,0,0,7,7.33,43.2,1.79,4.28,14.36,24.52,13.11,27.68,-6.31,-5.93,,72,-76,,,28
10/11/2013T2:52:34Z,5,Normal,1,,,28.54,,23.1,,,-90,0,0,7,10.78,43.1,1.81,4.42,14.41,24.5,9.33,27.68,-6.31,-5.93,,72,-76,,,
10/11/2013T2:52:37Z,5,Normal,1,,,28.54,,23.1,,,-90,0,0,7,7.3,43.1,1.81,4.42,14.41,24.5,12.96,27.68,-6.31,-5.93,,72,-76,,,28
10/11/2013T2:52:39Z,5,Normal,1,,,28.54,,23.1,,,-90,0,0,7,7.3,43.1,1.81,4.42,14.41,24.5,12.96,27.68,-6.31,-5.93,,72,-76,,,28
10/11/2013T3:11:48Z,5,GantryFailure,1,,501,28.54,,23.1,,,-118,57.9,0,7,8.63,42.9,1.79,4.44,13.84,24.45,9.03,27.63,-6.31,-5.94,,46,-55,,,
10/11/2013T3:11:51Z,5,GantryFailure,1,,501,28.54,,23.1,,,-118,57.9,0,7,7.31,42.9,1.79,4.44,14.36,24.45,12.15,27.63,-6.31,-5.94,,46,-55,,,28
10/11/2013T3:11:54Z,5,GantryFailure,1,,501,28.54,,23.1,,,-118,57.9,0,7,7.31,42.9,1.79,4.44,14.36,24.45,12.15,27.63,-6.31,-5.94,,46,-55,,,28
10/11/2013T3:11:56Z,5,GantryFailure,1,,501,28.54,,23.1,,,-118,57.9,0,7,7.31,42.9,1.79,4.44,14.36,24.45,12.15,27.63,-6.31,-5.94,,46,-55,,,28
10/14/2013T3:06:40Z,5,Normal,1,265,,28.47,,23.06,,,-89,-0.1,0,7,10.76,42.9,1.81,4.46,13.94,24.48,9.2,27.65,-6.32,-5.91,,72,-80,,,
10/14/2013T3:06:43Z,5,Normal,1,265,,28.47,,23.06,,,-89,-0.1,0,7,7.3,42.9,1.81,4.46,14.36,24.48,12.57,27.65,-6.32,-5.91,,72,-80,,,28
10/14/2013T3:06:45Z,5,Normal,1,265,,28.47,,23.06,,,-89,-0.1,0,7,7.3,42.9,1.81,4.46,14.36,24.48,12.57,27.65,-6.32,-5.91,,72,-80,,,28
10/14/2013T3:07:10Z,5,Normal,1,265,,28.47,,23.06,,,-89,-0.1,0,7,7.3,42.9,1.81,4.46,14.36,24.48,12.57,27.65,-6.32,-5.91,,72,-80,,,28
10/15/2013T2:58:59Z,5,Normal,1,258,,28.39,,23.09,,,-90,0.1,0,7,10.76,43.2,1.78,4.44,13.89,24.51,8.6,27.89,-6.16,-5.96,,72,-80,,,
10/15/2013T2:59:03Z,5,Normal,1,258,,28.39,,23.09,,,-90,0.1,0,7,7.33,43.2,1.78,4.44,14.41,24.51,12.46,27.89,-6.16,-5.96,,72,-80,,,28
10/15/2013T2:59:06Z,5,Normal,1,258,,28.39,,23.09,,,-90,0.1,0,7,7.33,43.2,1.78,4.44,14.41,24.51,12.46,27.89,-6.16,-5.96,,72,-80,,,28
10/15/2013T2:59:09Z,5,Normal,1,258,,28.39,,23.09,,,-90,0.1,0,7,7.33,43.2,1.78,4.44,14.41,24.51,12.46,27.89,-6.16,-5.96,,72,-80,,,28
10/15/2013T2:59:33Z,5,Normal,1,258,,28.39,,23.09,,,-90,0.1,0,7,7.33,43.2,1.78,4.44,14.12,24.51,12.46,27.89,-6.16,-5.96,,72,-80,,,28
10/16/2013T3:40:23Z,5,Normal,1,265,,28.68,,23.09,,,-89,-0.3,0,7,8.11,43.2,1.8,4.43,12.19,24.52,9.28,27.68,-6.12,-5.93,,76,-71,,,
10/16/2013T3:40:24Z,5,Normal,1,265,,27.65,,23.09,,,-89,-0.3,0,7,7.4,43.2,1.8,4.43,14.36,24.52,12.61,27.68,-6.12,-5.93,,76,-71,,,28
10/16/2013T3:40:26Z,5,Normal,1,265,,27.65,,23.09,,,-89,-0.3,0,7,7.32,43.2,1.8,4.43,14.36,24.52,12.61,27.68,-6.12,-5.93,,76,-71,,,28
10/16/2013T3:40:28Z,5,Normal,1,265,,27.65,,23.09,,,-89,-0.3,0,7,7.32,43.2,1.8,4.43,14.36,24.52,12.61,27.68,-6.12,-5.93,,76,-71,,,28
10/16/2013T3:40:30Z,5,Normal,1,265,,27.65,,23.09,,,-89,-0.3,0,7,7.32,43.2,1.8,4.43,14.36,24.52,12.61,27.68,-6.12,-5.93,,76,-71,,,28
10/16/2013T3:40:32Z,5,Normal,1,265,,28.82,,23.09,,,-89,-0.3,0,7,7.32,43.2,1.8,4.43,14.36,24.52,12.61,27.68,-6.12,-5.93,,76,-71,,,28
10/17/2013T3:05:49Z,5,Normal,1,258,,28.47,,23.12,,,-89,-0.2,0,7,7.64,42.8,1.8,4.26,13.09,24.5,9.53,27.73,-6.11,-6.02,,72,-79,,,
10/17/2013T3:05:51Z,5,Normal,1,258,,28.47,,23.12,,,-89,-0.2,0,7,7.64,42.8,1.8,4.26,14.27,24.5,12.38,27.73,-6.11,-6.02,,72,-79,,,28
10/17/2013T3:05:53Z,5,Normal,1,258,,28.47,,23.12,,,-89,-0.2,0,7,7.34,42.8,1.8,4.26,14.27,24.5,12.38,27.73,-6.11,-6.02,,72,-79,,,28
10/17/2013T3:05:56Z,5,Normal,1,258,,28.47,,23.12,,,-89,-0.2,0,7,7.34,42.8,1.8,4.26,14.27,24.5,12.38,27.73,-6.11,-6.02,,72,-79,,,28
10/17/2013T3:05:58Z,5,Normal,1,258,,28.47,,23.12,,,-89,-0.2,0,7,7.34,42.8,1.8,4.26,14.27,24.5,12.38,27.73,-6.11,-6.02,,72,-79,,,28
10/21/2013T2:54:10Z,5,Normal,1,265,,28.32,,23.08,,,-89,-0.2,0,7,7.91,43.1,1.83,4.44,10.45,24.51,9.5,27.76,-6.17,-5.91,,77,-71,,,
10/21/2013T2:54:11Z,5,Normal,1,265,,28.32,,23.08,,,-89,-0.2,0,7,7.91,43.1,1.83,4.44,14.31,24.51,9.5,27.76,-6.17,-5.91,,77,-71,,,28
10/21/2013T2:54:13Z,5,Normal,1,265,,28.32,,23.08,,,-89,-0.2,0,7,7.4,43.1,1.83,4.44,14.31,24.51,12.33,27.76,-6.17,-5.91,,77,-71,,,28
10/21/2013T2:54:16Z,5,Normal,1,265,,28.32,,23.08,,,-89,-0.2,0,7,7.31,43.1,1.83,4.44,14.31,24.51,12.33,27.76,-6.17,-5.91,,77,-71,,,28
10/21/2013T2:54:20Z,5,Normal,1,265,,28.32,,23.08,,,-89,-0.2,0,7,7.31,43.1,1.83,4.44,14.31,24.51,12.33,27.76,-6.17,-5.91,,77,-71,,,28
10/21/2013T2:54:23Z,5,Normal,1,265,,28.32,,23.08,,,-89,-0.2,0,7,7.31,43.1,1.83,4.44,14.31,24.51,12.33,27.76,-6.17,-5.91,,77,-71,,,
10/22/2013T3:01:42Z,5,Normal,1,25,,28.61,,23.07,,,-89,0.3,0,7,7.36,43.1,1.8,4.37,14.31,24.51,11.86,27.76,-6.1,-5.95,,72,-76,,,
10/22/2013T3:01:45Z,5,Normal,1,25,,28.61,,23.07,,,-89,0.3,0,7,7.36,43.1,1.8,4.37,14.31,24.51,11.86,27.76,-6.1,-5.95,,72,-76,,,28
10/22/2013T3:01:48Z,5,Normal,1,25,,28.61,,23.07,,,-89,0.3,0,7,7.36,43.1,1.8,4.37,14.31,24.51,11.86,27.76,-6.1,-5.95,,72,-76,,,28
10/23/2013T3:06:35Z,5,Normal,1,25,,28.93,,23.12,,,-90,-0.1,0,7,7.44,43,1.81,4.47,14.17,24.53,11.97,27.78,-6.32,-5.93,,72,-80,,,
10/23/2013T3:06:36Z,5,Normal,1,25,,28.93,,23.12,,,-90,-0.1,0,7,7.44,43,1.81,4.47,14.17,24.53,11.97,27.78,-6.32,-5.93,,72,-80,,,
10/23/2013T3:06:39Z,5,Normal,1,25,,28.93,,23.12,,,-90,-0.1,0,7,7.34,43,1.81,4.47,14.17,24.53,11.97,27.78,-6.32,-5.93,,72,-80,,,28
10/23/2013T3:06:43Z,5,Normal,1,25,,28.93,,23.12,,,-90,-0.1,0,7,7.34,43,1.81,4.47,14.17,24.53,11.97,27.78,-6.32,-5.93,,72,-80,,,28
10/23/2013T3:06:46Z,5,Normal,1,25,,28.93,,23.12,,,-90,-0.1,0,7,7.34,43,1.81,4.47,14.17,24.53,11.97,27.78,-6.32,-5.93,,72,-80,,,28
10/23/2013T3:06:58Z,5,Normal,1,25,,28.93,,23.12,,,-90,-0.1,0,7,7.34,43,1.81,4.47,14.17,24.53,12.99,27.78,-6.32,-5.93,,72,-80,,,28
10/23/2013T4:05:38Z,5,GantryFailure,1,,501,28.93,,23.12,,,103,-127.4,0,7,7.66,43.3,1.82,4.45,12.76,24.5,8.91,27.71,-6.32,-5.93,,193,-43,,,
10/23/2013T4:05:40Z,5,GantryFailure,1,,501,27.86,,23.12,,,103,-127.4,0,7,7.38,43.3,1.82,4.45,14.36,24.5,12.09,27.71,-6.32,-5.93,,193,-43,,,28
10/23/2013T4:05:42Z,5,GantryFailure,1,,501,27.86,,23.12,,,103,-127.4,0,7,7.38,43.3,1.82,4.45,14.36,24.5,12.09,27.71,-6.32,-5.93,,193,-43,,,28
10/23/2013T4:05:43Z,5,GantryFailure,1,,501,27.86,,23.12,,,103,-127.4,0,7,7.38,43.3,1.82,4.45,14.36,24.5,12.09,27.71,-6.32,-5.93,,193,-43,,,28
10/23/2013T4:34:53Z,5,MagneticFailure,1,,,28.08,,23.12,,,179,-89.7,0,7,8.09,43.1,1.81,4.42,10.22,24.51,9.39,27.71,-6.32,-5.96,,178,-65,,,
10/23/2013T4:34:54Z,5,MagneticFailure,1,,,28.08,,23.12,,,179,-89.7,0,7,8.09,43.1,1.81,4.42,14.27,24.51,9.39,27.71,-6.32,-5.96,,178,-65,,,
10/23/2013T4:34:57Z,5,MagneticFailure,1,,,28.08,,23.12,,,179,-89.7,0,7,7.31,43.1,1.81,4.42,14.27,24.51,13.16,27.71,-6.32,-5.96,,178,-65,,,28
10/23/2013T4:34:59Z,5,MagneticFailure,1,,,28.08,,23.12,,,179,-89.7,0,7,7.31,43.1,1.81,4.42,14.27,24.51,13.16,27.71,-6.32,-5.96,,178,-65,,,28
10/23/2013T5:07:05Z,5,GantryFailure,1,,,29.39,,23.12,,,-80,134.7,0,7,8.1,43,1.81,4.42,10.5,24.53,9.66,27.84,-6.32,-5.94,,106,-18,,,
10/23/2013T5:07:06Z,5,GantryFailure,1,,,28.08,,23.12,,,-80,134.7,0,7,8.1,43,1.81,4.42,14.12,24.53,9.66,27.84,-6.32,-5.94,,106,-18,,,
10/23/2013T5:07:09Z,5,GantryFailure,1,,,28.08,,23.12,,,-80,134.7,0,7,7.33,43,1.81,4.42,14.12,24.53,12.64,27.84,-6.32,-5.94,,106,-18,,,28
10/23/2013T5:07:12Z,5,GantryFailure,1,,,28.08,,23.12,,,-80,134.7,0,7,7.33,43,1.81,4.42,14.12,24.53,12.64,27.84,-6.32,-5.94,,106,-18,,,28
10/23/2013T5:13:17Z,5,GantryFailure,1,,,28.43,,23.12,,,180,-59.7,0,7,8.34,43.2,1.84,4.42,10.22,24.52,8.44,27.89,-6.32,-5.96,,149,-83,,,
10/23/2013T5:13:20Z,5,GantryFailure,1,,,28.43,,23.12,,,180,-59.7,0,7,7.43,43.2,1.84,4.42,14.31,24.52,12.13,27.89,-6.32,-5.96,,149,-83,,,28
10/23/2013T5:13:23Z,5,GantryFailure,1,,,28.43,,23.12,,,180,-59.7,0,7,7.43,43.2,1.84,4.42,14.31,24.52,12.13,27.89,-6.32,-5.96,,149,-83,,,28
10/23/2013T5:13:27Z,5,GantryFailure,1,,,28.43,,23.12,,,180,-59.7,0,7,7.43,43.2,1.84,4.42,14.31,24.52,12.13,27.89,-6.32,-5.96,,149,-83,,,28
10/23/2013T6:11:01Z,5,GantryFailure,1,,,28.43,,23.12,,,89,-0.1,0,7,8.71,43.1,1.79,4.26,10.31,24.54,9.34,27.78,-6.27,-5.95,,73,-69,,,
10/23/2013T6:11:02Z,5,GantryFailure,1,,,28.43,,23.12,,,89,-0.1,0,7,8.71,43.1,1.79,4.26,13.79,24.54,9.34,27.78,-6.27,-5.95,,73,-69,,,
10/23/2013T6:11:06Z,5,GantryFailure,1,,,28.43,,23.12,,,89,-0.1,0,7,7.42,43.1,1.79,4.26,14.36,24.54,13.12,27.78,-6.27,-5.95,,73,-69,,,28
10/23/2013T6:11:09Z,5,GantryFailure,1,,,28.43,,23.12,,,89,-0.1,0,7,7.42,43.1,1.79,4.26,14.36,24.54,13.12,27.78,-6.27,-5.95,,73,-69,,,28
10/24/2013T3:56:40Z,5,Normal,1,265,,28.68,,23.08,,,-89,-0.1,0,7,15.31,42.8,1.81,4.4,10.36,24.52,9.4,27.89,-6.11,-6.01,,72,-76,,,
10/24/2013T3:56:42Z,5,Normal,1,265,,27.58,,23.08,,,-89,-0.1,0,7,7.37,42.8,1.81,4.4,14.41,24.52,12.73,27.89,-6.11,-6.01,,72,-76,,,28
10/24/2013T3:56:45Z,5,Normal,1,265,,27.58,,23.08,,,-89,-0.1,0,7,7.37,42.8,1.81,4.4,14.41,24.52,12.73,27.89,-6.11,-6.01,,72,-76,,,28
10/24/2013T3:56:49Z,5,Normal,1,265,,28.61,,23.08,,,-89,-0.1,0,7,7.37,42.8,1.81,4.4,14.41,24.52,12.73,27.89,-6.11,-6.01,,72,-76,,,28
10/25/2013T2:59:32Z,5,Normal,1,25,,28.57,,23.1,,,-89,-0.1,0,7,7.5,42.9,1.83,4.34,14.31,24.51,12.37,27.78,-6.31,-5.97,,72,-76,,,
10/25/2013T2:59:33Z,5,Normal,1,25,,28.57,,23.1,,,-89,-0.1,0,7,7.34,42.9,1.83,4.34,14.31,24.51,12.37,27.78,-6.31,-5.97,,72,-76,,,28
10/25/2013T2:59:36Z,5,Normal,1,25,,28.57,,23.1,,,-89,-0.1,0,7,7.34,42.9,1.83,4.34,14.31,24.51,12.37,27.78,-6.31,-5.97,,72,-76,,,28
10/25/2013T2:59:40Z,5,Normal,1,25,,28.57,,23.1,,,-89,-0.1,0,7,7.34,42.9,1.83,4.34,14.31,24.51,12.37,27.78,-6.31,-5.97,,72,-76,,,28
10/25/2013T2:59:51Z,5,Normal,1,25,,28.57,,23.1,,,-89,-0.1,0,7,7.34,42.9,1.83,4.34,14.03,24.51,12.37,27.78,-6.31,-5.97,,72,-76,,,28
10/25/2013T5:30:05Z,5,GantryFailure,1,,501,28.57,,23.1,,,0,-37,0,7,15.36,43.1,1.81,4.32,14.27,24.5,9.32,27.76,-6.26,-5.94,,107,-79,,,
10/25/2013T5:30:06Z,5,GantryFailure,1,,501,28.57,,23.1,,,0,-37,0,7,7.51,43.1,1.81,4.32,14.27,24.5,12.57,27.76,-6.26,-5.94,,107,-79,,,28
10/25/2013T5:30:08Z,5,GantryFailure,1,,501,28.57,,23.1,,,0,-37,0,7,7.38,43.1,1.81,4.32,14.27,24.5,12.57,27.76,-6.26,-5.94,,107,-79,,,28
10/25/2013T5:30:12Z,5,GantryFailure,1,,501,28.57,,23.1,,,0,-37,0,7,7.38,43.1,1.81,4.32,14.27,24.5,12.57,27.76,-6.26,-5.94,,107,-79,,,28
10/25/2013T5:53:29Z,5,GantryFailure,1,,501,28.57,,23.1,,,-98,126.9,0,7,7.88,42.9,1.83,4.41,14.27,24.5,8.99,27.81,-6.26,-5.94,,99,-20,,,
10/25/2013T5:53:32Z,5,GantryFailure,1,,501,28.57,,23.1,,,-98,126.9,0,7,7.41,42.9,1.83,4.41,14.27,24.5,12.41,27.81,-6.26,-5.94,,99,-20,,,28
10/25/2013T5:53:35Z,5,GantryFailure,1,,501,28.57,,23.1,,,-98,126.9,0,7,7.41,42.9,1.83,4.41,14.27,24.5,12.41,27.81,-6.26,-5.94,,99,-20,,,28
10/25/2013T5:53:38Z,5,GantryFailure,1,,501,28.57,,23.1,,,-98,126.9,0,7,7.41,42.9,1.83,4.41,14.27,24.5,12.41,27.81,-6.26,-5.94,,99,-20,,,28
10/25/2013T8:16:38Z,5,GantryFailure,1,,,28.57,,23.1,,,0,-39,0,7,14.98,43.2,1.83,4.44,10.45,24.5,9.46,27.63,-6.26,-5.94,,114,-79,,,
10/25/2013T8:16:41Z,5,GantryFailure,1,,,28.57,,23.1,,,0,-39,0,7,7.37,43.2,1.83,4.44,14.31,24.5,12.5,27.63,-6.26,-5.94,,114,-79,,,28
10/25/2013T8:16:43Z,5,GantryFailure,1,,,28.57,,23.1,,,0,-39,0,7,7.37,43.2,1.83,4.44,14.31,24.5,12.5,27.63,-6.26,-5.94,,114,-79,,,28
10/28/2013T4:13:32Z,5,Normal,1,25,,28.36,,23.12,,,-90,-0.3,0,7,7.63,43,1.85,4.35,14.22,24.49,12.62,27.71,-6.17,-6.01,,72,-80,,,
10/28/2013T4:13:33Z,5,Normal,1,25,,28.36,,23.12,,,-90,-0.3,0,7,7.39,43,1.85,4.35,14.22,24.49,12.62,27.71,-6.17,-6.01,,72,-80,,,28
10/28/2013T4:13:34Z,5,Normal,1,25,,28.36,,23.12,,,-90,-0.3,0,7,7.39,43,1.85,4.35,14.22,24.49,12.62,27.71,-6.17,-6.01,,72,-80,,,28
10/28/2013T4:13:38Z,5,Normal,1,25,,28.36,,23.12,,,-90,-0.3,0,7,7.39,43,1.85,4.35,14.22,24.49,12.62,27.71,-6.17,-6.01,,72,-80,,,28
10/28/2013T7:00:40Z,5,GantryFailure,1,,501,28.36,,23.12,,,103,-127.8,0,7,15.38,43,1.84,4.42,14.03,24.5,8.89,27.68,-6.27,-5.91,,192,-43,,,
10/28/2013T7:00:42Z,5,GantryFailure,1,,501,28.36,,23.12,,,103,-127.8,0,7,7.57,43,1.84,4.42,14.03,24.5,12.23,27.68,-6.27,-5.91,,192,-43,,,28
10/29/2013T3:58:53Z,5,Normal,1,25,,28.57,,23.1,,,-90,-0.1,0,7,7.43,42.9,1.8,4.4,14.12,24.52,13.14,27.81,-6.27,-5.87,,72,-76,,,
10/29/2013T3:58:54Z,5,Normal,1,25,,28.57,,23.1,,,-90,-0.1,0,7,7.43,42.9,1.8,4.4,14.12,24.52,13.14,27.81,-6.27,-5.87,,72,-76,,,
10/29/2013T3:58:55Z,5,Normal,1,25,,28.57,,23.1,,,-90,-0.1,0,7,7.43,42.9,1.8,4.4,14.12,24.52,13.14,27.81,-6.27,-5.87,,72,-76,,,28
10/29/2013T3:58:57Z,5,Normal,1,25,,28.57,,23.1,,,-90,-0.1,0,7,7.33,42.9,1.8,4.4,14.12,24.52,13.14,27.81,-6.27,-5.87,,72,-76,,,28
10/29/2013T3:59:01Z,5,Normal,1,25,,28.57,,23.1,,,-90,-0.1,0,7,7.33,42.9,1.8,4.4,14.12,24.52,13.14,27.81,-6.27,-5.87,,72,-76,,,28
10/29/2013T3:59:10Z,5,Normal,1,25,,28.57,,23.1,,,-90,-0.1,0,7,7.33,42.9,1.8,4.4,14.12,24.52,13.14,27.81,-6.27,-5.81,,72,-76,,,28
10/29/2013T3:59:13Z,5,Normal,1,25,,28.57,,23.1,,,-90,-0.1,0,7,7.33,42.9,1.8,4.4,14.12,24.52,13.14,27.81,-6.27,-5.87,,72,-76,,,28
10/30/2013T3:54:44Z,5,Normal,1,25,,28.08,,23.12,,,-90,0,0,7,7.37,43.1,1.81,4.42,14.41,24.48,12.44,27.68,-6.17,-5.95,,72,-78,,,
10/30/2013T3:54:45Z,5,Normal,1,25,,28.08,,23.12,,,-90,0,0,7,7.37,43.1,1.81,4.42,14.41,24.48,12.44,27.68,-6.17,-5.95,,72,-78,,,
10/30/2013T3:54:47Z,5,Normal,1,25,,28.08,,23.12,,,-90,0,0,7,7.37,43.1,1.81,4.42,14.41,24.48,12.44,27.68,-6.17,-5.95,,72,-78,,,28
10/30/2013T3:54:50Z,5,Normal,1,25,,28.08,,23.12,,,-90,0,0,7,7.37,43.1,1.81,4.42,14.41,24.48,12.44,27.68,-6.17,-5.95,,72,-78,,,28
10/30/2013T3:54:59Z,5,Normal,1,25,,28.08,,23.12,,,-90,0,0,7,7.37,43.1,1.81,4.42,14.12,24.48,12.44,27.68,-6.17,-5.95,,72,-78,,,28
10/30/2013T3:55:08Z,5,Normal,1,25,,28.08,,23.12,,,-90,0,0,7,7.37,43.1,1.81,4.42,14.12,24.48,12.44,27.68,-6.17,-5.95,,72,-78,,,28
10/30/2013T4:18:56Z,5,GantryFailure,1,,501,27.9,,23.12,,,103,-128,0,7,9.36,43.1,1.81,4.26,11.39,24.49,8.98,27.71,-6.17,-5.91,,193,-37,,,
10/30/2013T4:18:57Z,5,GantryFailure,1,,501,27.9,,23.12,,,103,-128,0,7,7.43,43.1,1.81,4.26,13.98,24.49,8.98,27.71,-6.17,-5.91,,193,-37,,,28
10/30/2013T4:18:59Z,5,GantryFailure,1,,501,27.9,,23.12,,,103,-128,0,7,7.43,43.1,1.81,4.26,14.27,24.49,12.44,27.71,-6.17,-5.91,,193,-37,,,28
10/30/2013T6:49:44Z,5,GantryFailure,1,,501,28.43,,23.08,,,-98,126.9,0,7,7.86,43.1,1.81,4.42,10.36,24.49,8.95,27.71,-6.27,-5.88,,99,-20,,,
10/30/2013T6:49:47Z,5,GantryFailure,1,,501,28.43,,23.08,,,-98,126.9,0,7,7.42,43.1,1.81,4.42,14.31,24.49,12.38,27.71,-6.27,-5.88,,99,-20,,,28
10/30/2013T6:49:50Z,5,GantryFailure,1,,501,28.43,,23.08,,,-98,126.9,0,7,7.42,43.1,1.81,4.42,14.31,24.49,12.38,27.71,-6.27,-5.88,,99,-20,,,28
10/30/2013T6:49:55Z,5,GantryFailure,1,,501,28.43,,23.08,,,-98,126.9,0,7,7.42,43.1,1.81,4.42,14.31,24.49,12.38,27.71,-6.27,-5.88,,99,-20,,,28
10/30/2013T10:07:36Z,5,GantryFailure,1,,,29.18,,23.08,,,0,-35,0,7,10.9,43.1,1.8,4.42,10.17,24.5,9.25,27.71,-6.27,-5.85,,104,-81,,,
10/30/2013T10:07:40Z,5,GantryFailure,1,,,28.08,,23.08,,,0,-35,0,7,7.4,43.1,1.8,4.42,14.27,24.5,12.18,27.71,-6.27,-5.85,,104,-81,,,28
10/30/2013T10:07:42Z,5,GantryFailure,1,,,28.08,,23.08,,,0,-35,0,7,7.4,43.1,1.8,4.42,14.27,24.5,12.18,27.71,-6.27,-5.85,,104,-81,,,28
10/31/2013T5:05:02Z,5,Normal,1,25,,28.5,,23.11,,,-90,-0.1,0,7,7.33,42.8,1.82,4.33,14.41,24.51,12.59,27.76,-6.35,-5.93,,72,-76,,,
10/31/2013T5:05:04Z,5,Normal,1,25,,28.5,,23.11,,,-90,-0.1,0,7,7.33,42.8,1.82,4.33,14.41,24.51,12.59,27.76,-6.35,-5.93,,72,-76,,,28
10/31/2013T5:05:08Z,5,Normal,1,25,,28.5,,23.11,,,-90,-0.1,0,7,7.33,42.8,1.82,4.33,14.41,24.51,12.59,27.76,-6.35,-5.93,,72,-76,,,28
10/31/2013T5:05:10Z,5,Normal,1,25,,28.5,,23.11,,,-90,-0.1,0,7,7.33,42.8,1.82,4.33,14.41,24.51,12.59,27.76,-6.35,-5.93,,72,-76,,,28
10/31/2013T5:05:13Z,5,Normal,1,25,,28.5,,23.11,,,-90,-0.1,0,7,7.33,42.8,1.82,4.33,14.12,24.51,12.59,27.76,-6.35,-5.93,,72,-76,,,28
10/31/2013T5:05:28Z,5,Normal,1,25,,28.5,,23.11,,,-90,-0.1,0,7,7.33,42.8,1.82,4.33,14.12,24.51,12.59,27.76,-6.35,-5.93,,72,-76,,,28
10/31/2013T7:03:00Z,5,GantryFailure,1,,501,28.47,,23.11,,,-98,126.9,0,7,9.44,43.1,1.83,4.42,14.22,24.48,9.03,27.76,-6.3,-5.82,,99,-25,,,
10/31/2013T7:03:02Z,5,GantryFailure,1,,501,28.47,,23.11,,,-98,126.9,0,7,7.46,43.1,1.83,4.42,14.22,24.48,12.45,27.76,-6.3,-5.82,,99,-25,,,28
10/31/2013T7:03:05Z,5,GantryFailure,1,,501,28.47,,23.11,,,-98,126.9,0,7,7.38,43.1,1.83,4.42,14.22,24.48,12.45,27.76,-6.3,-5.87,,99,-25,,,28
10/31/2013T7:03:09Z,5,GantryFailure,1,,501,28.47,,23.11,,,-98,126.9,0,7,7.38,43.1,1.83,4.42,14.22,24.48,12.45,27.76,-6.3,-5.87,,99,-25,,,28
11/04/2013T3:59:18Z,5,Normal,1,25,,29.25,,23.13,,,-90,-0.2,0,7,7.97,43,1.79,4.41,14.27,24.5,12.54,27.89,-6.18,-5.94,,72,-78,,,
11/04/2013T3:59:19Z,5,Normal,1,25,,29.25,,23.13,,,-90,-0.2,0,7,7.73,43,1.79,4.41,14.27,24.5,12.54,27.89,-6.18,-5.94,,72,-78,,,
11/04/2013T3:59:22Z,5,Normal,1,25,,29.25,,23.13,,,-90,-0.2,0,7,7.73,43,1.79,4.41,14.27,24.5,12.54,27.89,-6.18,-5.94,,72,-78,,,28
11/04/2013T3:59:24Z,5,Normal,1,25,,29.25,,23.13,,,-90,-0.2,0,7,7.73,43,1.79,4.41,14.27,24.5,12.54,27.89,-6.18,-5.94,,72,-78,,,28
11/04/2013T3:59:28Z,5,Normal,1,25,,29.25,,23.13,,,-90,-0.2,0,7,7.73,43,1.79,4.41,14.27,24.5,12.54,27.89,-6.18,-5.94,,72,-78,,,28
11/04/2013T3:59:37Z,5,Normal,1,25,,29.25,,23.13,,,-90,-0.2,0,7,7.73,43,1.79,4.41,13.98,24.5,12.54,27.89,-6.18,-5.94,,72,-78,,,28
11/05/2013T3:59:03Z,5,Normal,1,25,,29.14,,23.08,,,-89,-0.6,0,7,7.81,43.2,1.83,4.42,13.94,24.51,11.41,27.81,-6.2,-5.96,,72,-79,,,
11/05/2013T3:59:05Z,5,Normal,1,25,,29.14,,23.08,,,-89,-0.6,0,7,7.81,43.2,1.83,4.42,14.31,24.51,12.47,27.81,-6.2,-5.96,,72,-79,,,
11/05/2013T3:59:08Z,5,Normal,1,25,,29.14,,23.08,,,-89,-0.6,0,7,7.71,43.2,1.83,4.42,14.31,24.51,12.47,27.81,-6.2,-5.96,,72,-79,,,28
11/05/2013T3:59:11Z,5,Normal,1,25,,29.14,,23.08,,,-89,-0.6,0,7,7.71,43.2,1.83,4.42,14.31,24.51,12.47,27.81,-6.2,-5.96,,72,-79,,,28
11/06/2013T4:01:57Z,5,Normal,1,25,,29.1,,23.07,,,-89,-0.4,0,7,7.89,42.8,1.82,4.45,14.27,24.51,10.96,27.76,-6.25,-5.94,,72,-76,,,
11/06/2013T4:01:59Z,5,Normal,1,25,,29.1,,23.07,,,-89,-0.4,0,7,7.75,42.8,1.82,4.45,14.27,24.51,12.51,27.76,-6.25,-5.94,,72,-76,,,
